@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'As if its not bad enough that after a long summer with the horrid Dursleys he is thwarted in his attempts to hop the train to the Hogwarts School of Witchcraft and Wizardry to begin his second year ',neither
'But when his only transportation option is a magical flying car it is just his luck to crash into a valuable but clearly vexed Whomping Willow ',neither
'Still all this seems like a day in the park compared to what happens that fall within the haunted halls of Hogwarts ',character
'Chilling malevolent voices whisper from the walls only to Harry and it seems certain that his classmate Draco Malfoy is out to get him ',character
'Soon its not just Harry who is worried about survival as dreadful things begin to happen at Hogwarts ',plot
'The mysteriously gleaming foothigh words on the wall proclaim The Chamber of Secrets Has Been Opened ',neither
'Enemies of the Heir Beware But what exactly does it mean',neither
'Harry Hermione and Ron do everything that is wizardly possibleincluding risking their own livesto solve this yearold seemingly deadly mystery ',character
'This deliciously suspenseful novel is every bit as gripping imaginative and creepy as the first familiar student concernsfierce rivalry blushinducing crushes pedantic professorsseamlessly intertwine with the bizarre horrific fantastical or just plain funny ',plot
'Once again Rowling writes with a combination of wit whimsy and a touch of the macabre that will leave readers young and old desperate for the next installment ',neither
'This novel picks up with Harry at home with those dreadful Dursleys ',neither
'Im still wishing I could jump inside this book and beat them within an inch of their life ',neither
'But Im getting off topic ',neither
'its just a few months after the first novel ended summer vacation ',neither
'On a very important night for Mr Dursley Harry is confined to his room where a mysterious house elf named Dobby ',neither
'Dobby tells Harry that he cant come back to going Hogwarts as something bad would happen',neither
'Harry refuses as he cant stay hereThis novel picks up with Harry at home with those dreadful Dursleys ',neither
'Im still wishing I could jump inside this book and beat them within an inch of their life ',neither
'But Im getting off topic ',neither
'its just a few months after the first novel ended summer vacation ',neither
'On a very important night for Mr Dursley Harry is confined to his room where a mysterious house elf named Dobby ',neither
'Dobby tells Harry that he cant come back to going Hogwarts as something bad would happen',neither
'Harry refuses as he cant stay here any longer so Dobby does something terrible trying to keep Harry from goingHarry is trapped Mr Dursley has locked him in his room and barred his windows but it doesnt stop Harry with the help from the Weasleys he gets out of that horrid place ',neither
'Before heading to Hogwarts they have to stop and gather the supplies for the year in Diagon Alley ',neither
'Here they run into Mr Malfoy whom I wish would die in a fire like yesterday and Lockhart who I also wish would go die in fire ',neither
'It was really cool to see Mr Malfoy and Mr Weasley got into a scuffle which so shouldve been in the movieAfter a whole lot of trouble getting to Hogwarts Harry and Ron get into quite a bit of trouble but luckily they dont get expelled ',neither
'So classes start up and guess who just happens to be their new Defense Against the Dark Arts teacher',neither
Lockhart,neither
'Its so easy to be annoyed by him like Harry and Ron are ',plot
'Itss not hard to tell hes a fake from a mile awayHarry starts hearing a voice that no one else can hear ',neither
'Its also revealed that he can talk to snakes ',neither
'Which is a very Slytherin like trait coming all the way from THE Slytherin ',neither
'Then terrible things start to happen ',neither
'Finchs cat gets petrified with an eerie message left on the wall Its not long after that even students are in danger including Hermione',character
'Many believe its Harry opening the Chamber like this and hurting the studentsAfter putting all the pieces together Harry ends up down in the Chamber of Secrets facing off against a huge snake and young Voldemort',plot
'It all ends well though Harry saves the day as he does each book though this time he also sets Dobby freeThis one was so much better than the first one ',character
'Im glad I read it ',neither
'My partner says each book just keeps getting better and I hope hes right ',neither
'I cant wait to find out if hes rightI do have one silly nit pick with this book the end where Harry puts the diary into his sock ',neither
'could that work',neither
'I have small feet and no book even a small one is going to fit in my sock ',neither
'yeah that scene is my favorite from the movie but it just made me laugh so hard when I read it and I know that wasnt the right reaction to Dobby being saved ',plot
' starsJK ',neither
'Rowling hit upon a tried and true formula and she uses it to perfectionThe second in the series about the young orphaned wizard Harry Potter starts off similarly to Harry Potter and the Sorcerers Stone ',neither
'During the summer break between his first and second year at Hogwarts Harry is again subjected to the brunt indignities by the Dursley family his Muggleborn aunt and uncle and their annoying sonAs in the first novel Harry is rescued from life in the mundane world and spen starsJK ',neither
'Rowling hit upon a tried and true formula and she uses it to perfectionThe second in the series about the young orphaned wizard Harry Potter starts off similarly to Harry Potter and the Sorcerers Stone ',neither
'During the summer break between his first and second year at Hogwarts Harry is again subjected to the brunt indignities by the Dursley family his Muggleborn aunt and uncle and their annoying sonAs in the first novel Harry is rescued from life in the mundane world and spends his second year at Hogwarts tracking down the heir of Slytherin who is turning an alarming number of Hogwarts students to stone ',neither
'If there is any one complaint I can make about this book in good conscience it is that the book is far too similar to the first book in the series ',neither
'There is very little deviation between the two ',neither
'Dont let that put you off from reading this book ',neither
'It is a very palatable book exceptionally easy to read and get into and hard to put down',plot
